Startup_Name,Industry,Business_Model,Target_Market_Size,Budget_INR,Employees_Count,Founder_Experience_Years,Project_Description,Success_Probability,Success_Status,Financial_Risk,Market_Risk,Technical_Risk,Business_Risk,Regulatory_Risk,Overall_Risk_Score,Confidence_Rating,System_Evaluation
AstraWorks90,Technology,B2C,Small,430675,41,3,A mobile-first B2C infrastructure targeting small enterprises.,94.06,1,0.93,0.93,0.93,0.93,0.93,6.4,94.06,Very Strong Potential
LuminaWorks76,Finance,Marketplace,Medium,418260,14,28,A next-generation Marketplace platform serving medium market needs.,92.82,1,0.51,0.51,0.51,0.51,0.51,7.44,92.82,Very Strong Potential
KappaNebula89,E-commerce,SaaS,Small,804337,27,37,A cutting-edge SaaS solution targeting small enterprises.,95.0,1,1.99,1.99,1.99,1.99,1.99,5.99,95.0,Very Strong Potential
OmegaDynamics43,Finance,Subscription,Medium,1928635,22,1,A mobile-first Subscription toolkit targeting medium enterprises.,94.91,1,0.76,0.76,0.76,0.76,0.76,5.47,94.91,Very Strong Potential
BetaWave17,Food & Beverage,Direct Sales,Small,139928,3,0,An AI-powered Direct Sales platform serving small market needs.,95.0,1,0.88,0.88,0.88,0.88,0.88,5.44,95.0,Very Strong Potential
ZenWave98,Technology,B2B,Small,91179,36,12,A mobile-first B2B platform targeting small enterprises.,93.04,1,0.56,0.56,0.56,0.56,0.56,7.24,93.04,Very Strong Potential
RhoTech85,Technology,Advertising,Small,110658,1,2,A cutting-edge Advertising toolkit targeting small enterprises.,93.75,1,0.0,0.0,0.0,0.0,0.0,5.59,93.75,Very Strong Potential
VistaKinetic11,Energy,B2C,Large,315699,50,14,A cutting-edge B2C solution targeting large enterprises.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.75,95.0,Very Strong Potential
VibeAnalytics33,E-commerce,Franchise,Small,40301,29,8,A blockchain-enabled Franchise ecosystem targeting small enterprises.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.41,95.0,Very Strong Potential
VistaAnalytics75,Education,B2G,Medium,275204,70,10,A next-generation B2G platform targeting medium enterprises.,93.84,1,1.72,1.72,1.72,1.72,1.72,7.02,93.84,Very Strong Potential
QuartzSync72,Healthcare,B2B,Large,283298,26,10,An innovative B2B service targeting large enterprises.,95.0,1,1.69,1.69,1.69,1.69,1.69,5.85,95.0,Very Strong Potential
PsiKinetic77,Entertainment,Franchise,Medium,50098,1,1,A next-generation Franchise infrastructure serving medium market needs.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.12,95.0,Very Strong Potential
ZenFlow34,E-commerce,B2G,Medium,984798,20,15,A next-generation B2G infrastructure serving medium market needs.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.51,95.0,Very Strong Potential
VertexTech42,Real Estate,Direct Sales,Medium,248900,7,3,A blockchain-enabled Direct Sales ecosystem targeting medium enterprises.,95.0,1,0.06,0.06,0.06,0.06,0.06,5.03,95.0,Very Strong Potential
EpsilonTech98,Retail,Subscription,Medium,291881,50,10,A blockchain-enabled Subscription service serving medium market needs.,95.0,1,1.28,1.28,1.28,1.28,1.28,5.64,95.0,Very Strong Potential
LuminaPartners59,Real Estate,SaaS,Small,48936,6,11,A cloud-based SaaS infrastructure serving small market needs.,95.0,1,1.01,1.01,1.01,1.01,1.01,5.51,95.0,Very Strong Potential
KappaZephyr53,Finance,B2G,Large,659287,23,3,An innovative B2G service targeting large enterprises.,92.85,1,0.0,0.0,0.0,0.0,0.0,6.8,92.85,Very Strong Potential
SigmaCapital89,Technology,B2C,Small,296181,87,40,A cloud-based B2C ecosystem serving small market needs.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.34,95.0,Very Strong Potential
TauInnovations53,E-commerce,Advertising,Medium,136159,9,6,A cloud-based Advertising ecosystem serving medium market needs.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.37,95.0,Very Strong Potential
LambdaNebula27,Healthcare,Franchise,Medium,13214,10,23,A next-generation Franchise infrastructure targeting medium enterprises.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.95,95.0,Very Strong Potential
TauSolutions83,Finance,SaaS,Small,166846,10,0,A next-generation SaaS platform serving small market needs.,93.65,1,0.0,0.0,0.0,0.0,0.0,5.76,93.65,Very Strong Potential
LambdaFlow69,Technology,Subscription,Small,1382064,30,7,An innovative Subscription ecosystem targeting small enterprises.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.47,95.0,Very Strong Potential
OmegaDynamics36,Technology,Freemium,Large,1008217,4,2,An innovative Freemium infrastructure serving large market needs.,93.63,1,0.0,0.0,0.0,0.0,0.0,6.19,93.63,Very Strong Potential
TauSystems46,Technology,Subscription,Large,88676,6,3,A blockchain-enabled Subscription infrastructure serving large market needs.,94.49,1,0.0,0.0,0.0,0.0,0.0,5.48,94.49,Very Strong Potential
PulseFlow16,E-commerce,B2G,Medium,134543,12,4,A cloud-based B2G infrastructure targeting medium enterprises.,94.59,1,0.0,0.0,0.0,0.0,0.0,5.19,94.59,Very Strong Potential
BetaSolutions84,Finance,Marketplace,Large,32244,17,3,A data-driven Marketplace infrastructure targeting large enterprises.,94.24,1,0.0,0.0,0.0,0.0,0.0,5.56,94.24,Very Strong Potential
SigmaSolutions84,E-commerce,Advertising,Large,387556,15,3,A mobile-first Advertising infrastructure targeting large enterprises.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.16,95.0,Very Strong Potential
LighthouseInnovations89,Agriculture,Direct Sales,Small,697805,2,22,An innovative Direct Sales service targeting small enterprises.,92.84,1,0.0,0.0,0.0,0.0,0.0,6.69,92.84,Very Strong Potential
DeltaTech29,Energy,B2B,Small,83197,3,0,An AI-powered B2B ecosystem targeting small enterprises.,95.0,1,1.7,1.7,1.7,1.7,1.7,5.85,95.0,Very Strong Potential
QuartzZephyr77,Healthcare,SaaS,Medium,15282713,5,7,A data-driven SaaS solution targeting medium enterprises.,94.26,1,0.82,0.82,0.82,0.82,0.82,6.15,94.26,Very Strong Potential
TrekSystems49,Manufacturing,C2C,Medium,27689,33,2,A data-driven C2C solution serving medium market needs.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.87,95.0,Very Strong Potential
RhoData43,Technology,Freemium,Medium,99557,42,8,A data-driven Freemium service serving medium market needs.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.32,95.0,Very Strong Potential
SparkGroup60,Healthcare,Franchise,Large,346591,6,23,A blockchain-enabled Franchise platform serving large market needs.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.47,95.0,Very Strong Potential
GravitasWorks66,Education,B2G,Small,204257,13,9,A cutting-edge B2G infrastructure targeting small enterprises.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.5,95.0,Very Strong Potential
QuartzSystems35,Technology,Marketplace,Small,32236760,3,7,An innovative Marketplace infrastructure targeting small enterprises.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.93,95.0,Very Strong Potential
MuData85,Healthcare,Marketplace,Medium,122872,36,9,A cloud-based Marketplace ecosystem serving medium market needs.,94.82,1,0.0,0.0,0.0,0.0,0.0,4.56,94.82,Very Strong Potential
NexusFlow53,E-commerce,Franchise,Medium,15348,48,7,A next-generation Franchise infrastructure targeting medium enterprises.,95.0,1,1.87,1.87,1.87,1.87,1.87,5.93,95.0,Very Strong Potential
LighthouseFlow67,Healthcare,B2G,Large,993805,38,24,A data-driven B2G service targeting large enterprises.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.3,95.0,Very Strong Potential
AstraCloud21,Manufacturing,Advertising,Small,55257,5,13,A blockchain-enabled Advertising infrastructure targeting small enterprises.,94.31,1,0.0,0.0,0.0,0.0,0.0,5.19,94.31,Very Strong Potential
ThetaZephyr47,Finance,SaaS,Small,995747,1,5,A cutting-edge SaaS toolkit serving small market needs.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.57,95.0,Very Strong Potential
PsiPartners55,Healthcare,B2B,Medium,19754570,21,0,An innovative B2B toolkit targeting medium enterprises.,94.42,1,0.0,0.0,0.0,0.0,0.0,4.81,94.42,Very Strong Potential
NuAI56,Healthcare,SaaS,Small,220578,44,9,A mobile-first SaaS service targeting small enterprises.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.41,95.0,Very Strong Potential
ThetaGroup61,Energy,B2C,Large,379986,1,3,A blockchain-enabled B2C toolkit serving large market needs.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.03,95.0,Very Strong Potential
ChiWorks27,Technology,B2C,Small,279246,20,10,A data-driven B2C toolkit serving small market needs.,94.48,1,0.36,0.36,0.36,0.36,0.36,5.7,94.48,Very Strong Potential
VirtuVentures47,Finance,Direct Sales,Medium,895304,16,14,A blockchain-enabled Direct Sales solution targeting medium enterprises.,93.98,1,1.56,1.56,1.56,1.56,1.56,6.8,93.98,Very Strong Potential
IotaWave30,Healthcare,SaaS,Medium,97565,266,9,A data-driven SaaS platform targeting medium enterprises.,93.6,1,0.05,0.05,0.05,0.05,0.05,6.43,93.6,Very Strong Potential
VertexGroup57,Healthcare,B2G,Large,4817902,16,5,A mobile-first B2G service serving large market needs.,92.73,1,1.56,1.56,1.56,1.56,1.56,8.05,92.73,Very Strong Potential
PulseWave59,Manufacturing,Direct Sales,Medium,19592,40,7,A mobile-first Direct Sales service serving medium market needs.,92.95,1,0.0,0.0,0.0,0.0,0.0,6.33,92.95,Very Strong Potential
PulseWave45,E-commerce,Direct Sales,Medium,60997,3,9,A cutting-edge Direct Sales service serving medium market needs.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.62,95.0,Very Strong Potential
GammaVentures34,Manufacturing,Freemium,Medium,2625310,2,4,A blockchain-enabled Freemium infrastructure targeting medium enterprises.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.43,95.0,Very Strong Potential
QuantumCore41,Technology,C2C,Medium,235039,19,3,An innovative C2C infrastructure serving medium market needs.,94.14,1,0.0,0.0,0.0,0.0,0.0,5.52,94.14,Very Strong Potential
AlphaZephyr30,Technology,B2G,Medium,81583,34,5,A blockchain-enabled B2G infrastructure targeting medium enterprises.,92.82,1,1.42,1.42,1.42,1.42,1.42,7.89,92.82,Very Strong Potential
LambdaVentures79,Energy,SaaS,Medium,58685,25,5,An AI-powered SaaS toolkit serving medium market needs.,93.49,1,0.0,0.0,0.0,0.0,0.0,5.53,93.49,Very Strong Potential
IlluminateInnovations39,Finance,C2C,Medium,486252,1,2,A cloud-based C2C ecosystem serving medium market needs.,94.98,1,0.0,0.0,0.0,0.0,0.0,4.94,94.98,Very Strong Potential
OmegaTech33,Education,B2C,Medium,51935,18,12,An innovative B2C service targeting medium enterprises.,94.21,1,0.0,0.0,0.0,0.0,0.0,4.84,94.21,Very Strong Potential
LuminaDynamics93,Education,Marketplace,Large,461515,15,4,A cloud-based Marketplace service targeting large enterprises.,93.81,1,0.61,0.61,0.61,0.61,0.61,6.49,93.81,Very Strong Potential
LighthouseKinetic35,Manufacturing,B2C,Large,168539,20,20,A blockchain-enabled B2C solution serving large market needs.,95.0,1,0.22,0.22,0.22,0.22,0.22,5.11,95.0,Very Strong Potential
SparkPartners67,Healthcare,SaaS,Small,30457,13,31,A cutting-edge SaaS toolkit serving small market needs.,93.19,1,0.76,0.76,0.76,0.76,0.76,7.19,93.19,Very Strong Potential
VistaCore51,Healthcare,B2B,Large,23098,22,28,A cutting-edge B2B solution targeting large enterprises.,95.0,1,1.55,1.55,1.55,1.55,1.55,5.78,95.0,Very Strong Potential
VertexLabs25,Real Estate,C2C,Medium,697865,27,11,An AI-powered C2C service serving medium market needs.,94.38,1,0.0,0.0,0.0,0.0,0.0,4.89,94.38,Very Strong Potential
KappaCore48,Energy,Marketplace,Large,65182,13,5,A mobile-first Marketplace toolkit serving large market needs.,92.55,1,0.8,0.8,0.8,0.8,0.8,7.85,92.55,Very Strong Potential
DeltaAnalytics83,Technology,Freemium,Medium,65652,13,9,An innovative Freemium solution serving medium market needs.,93.66,1,0.0,0.0,0.0,0.0,0.0,5.44,93.66,Very Strong Potential
ChiWorks28,Entertainment,Freemium,Small,502903,3,26,A next-generation Freemium toolkit targeting small enterprises.,95.0,1,0.94,0.94,0.94,0.94,0.94,5.47,95.0,Very Strong Potential
IlluminateWorks57,Technology,Freemium,Small,135567,18,9,A cutting-edge Freemium ecosystem targeting small enterprises.,95.0,1,0.31,0.31,0.31,0.31,0.31,5.16,95.0,Very Strong Potential
BetaAnalytics13,Food & Beverage,Direct Sales,Small,27943,14,2,An AI-powered Direct Sales toolkit targeting small enterprises.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.05,95.0,Very Strong Potential
GammaWave64,E-commerce,B2C,Large,143035,2,15,A mobile-first B2C toolkit targeting large enterprises.,94.61,1,0.0,0.0,0.0,0.0,0.0,4.72,94.61,Very Strong Potential
EmeraldTech22,E-commerce,Franchise,Medium,4085585,3,5,A blockchain-enabled Franchise infrastructure targeting medium enterprises.,95.0,1,1.08,1.08,1.08,1.08,1.08,5.54,95.0,Very Strong Potential
ThetaData79,Finance,B2C,Medium,1796643,5,14,A next-generation B2C service serving medium market needs.,93.31,1,0.0,0.0,0.0,0.0,0.0,6.02,93.31,Very Strong Potential
SparkCapital61,Finance,Direct Sales,Medium,184020,25,4,An AI-powered Direct Sales platform targeting medium enterprises.,94.97,1,0.0,0.0,0.0,0.0,0.0,4.89,94.97,Very Strong Potential
MuTech86,Manufacturing,SaaS,Medium,70883,8,5,A blockchain-enabled SaaS ecosystem serving medium market needs.,93.24,1,1.98,1.98,1.98,1.98,1.98,7.75,93.24,Very Strong Potential
MuLabs57,Education,Franchise,Medium,237405,4,12,A cloud-based Franchise platform serving medium market needs.,94.29,1,1.9,1.9,1.9,1.9,1.9,6.66,94.29,Very Strong Potential
LighthouseCore34,Energy,Advertising,Medium,14405413,2,14,A blockchain-enabled Advertising platform targeting medium enterprises.,94.87,1,0.74,0.74,0.74,0.74,0.74,5.5,94.87,Very Strong Potential
NuSync40,Healthcare,B2C,Small,39444,38,6,A cloud-based B2C service targeting small enterprises.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.86,95.0,Very Strong Potential
KappaSync92,Technology,B2C,Large,317698,4,1,A data-driven B2C solution targeting large enterprises.,93.85,1,0.0,0.0,0.0,0.0,0.0,6.15,93.85,Very Strong Potential
KappaWorks72,Technology,B2B,Large,373213,44,14,A next-generation B2B solution targeting large enterprises.,93.04,1,0.7,0.7,0.7,0.7,0.7,7.31,93.04,Very Strong Potential
VirtuCore49,E-commerce,C2C,Large,674068,16,10,An AI-powered C2C service serving large market needs.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.8,95.0,Very Strong Potential
VertexSystems90,Transportation,Marketplace,Small,146913,5,7,A blockchain-enabled Marketplace infrastructure targeting small enterprises.,95.0,1,0.81,0.81,0.81,0.81,0.81,5.41,95.0,Very Strong Potential
PulseFlow69,Education,SaaS,Medium,175277,90,9,A cutting-edge SaaS platform targeting medium enterprises.,93.01,1,1.38,1.38,1.38,1.38,1.38,7.68,93.01,Very Strong Potential
QuantumLabs20,Manufacturing,Advertising,Medium,47685,4,7,A next-generation Advertising toolkit serving medium market needs.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.09,95.0,Very Strong Potential
MuKinetic39,E-commerce,B2B,Medium,167197,17,3,A next-generation B2B solution serving medium market needs.,92.59,1,1.51,1.51,1.51,1.51,1.51,8.17,92.59,Very Strong Potential
VirtuVentures42,Technology,Advertising,Large,130686,3,3,A cutting-edge Advertising ecosystem targeting large enterprises.,92.55,1,0.18,0.18,0.18,0.18,0.18,7.54,92.55,Very Strong Potential
TauZephyr22,Technology,B2B,Medium,100696,45,1,An innovative B2B infrastructure serving medium market needs.,95.0,1,0.88,0.88,0.88,0.88,0.88,5.44,95.0,Very Strong Potential
TauWave48,Technology,Advertising,Small,11652,1,3,A blockchain-enabled Advertising ecosystem serving small market needs.,95.0,1,1.12,1.12,1.12,1.12,1.12,5.56,95.0,Very Strong Potential
SparkSync12,Real Estate,Subscription,Small,209799,35,6,A cloud-based Subscription ecosystem targeting small enterprises.,92.63,1,0.0,0.0,0.0,0.0,0.0,6.42,92.63,Very Strong Potential
BetaPartners37,Finance,Subscription,Large,403727,1,0,An AI-powered Subscription solution serving large market needs.,95.0,1,1.66,1.66,1.66,1.66,1.66,5.83,95.0,Very Strong Potential
LighthouseGroup18,Manufacturing,Franchise,Small,7050694,25,5,A cutting-edge Franchise service serving small market needs.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.99,95.0,Very Strong Potential
GravitasSolutions26,Technology,B2G,Medium,576738,49,4,A cloud-based B2G toolkit targeting medium enterprises.,94.19,1,0.25,0.25,0.25,0.25,0.25,5.93,94.19,Very Strong Potential
ZenCore92,Transportation,Direct Sales,Small,113379,82,23,A mobile-first Direct Sales toolkit serving small market needs.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.46,95.0,Very Strong Potential
QuartzSolutions61,Technology,SaaS,Medium,186618,5,25,A data-driven SaaS toolkit serving medium market needs.,95.0,1,1.57,1.57,1.57,1.57,1.57,5.78,95.0,Very Strong Potential
ZetaKinetic57,Education,B2B,Medium,2043166,8,8,A cloud-based B2B toolkit targeting medium enterprises.,92.91,1,1.38,1.38,1.38,1.38,1.38,7.78,92.91,Very Strong Potential
AlphaSolutions26,Finance,C2C,Medium,392279,20,3,A cutting-edge C2C toolkit serving medium market needs.,92.59,1,1.93,1.93,1.93,1.93,1.93,8.38,92.59,Very Strong Potential
AstraDynamics46,Finance,B2G,Medium,163112,15,4,An innovative B2G infrastructure targeting medium enterprises.,92.98,1,0.0,0.0,0.0,0.0,0.0,6.49,92.98,Very Strong Potential
PulseCapital34,Healthcare,B2B,Small,74213,3,2,A next-generation B2B infrastructure serving small market needs.,92.68,1,1.87,1.87,1.87,1.87,1.87,8.25,92.68,Very Strong Potential
ZetaCore68,Technology,Subscription,Medium,104653,12,15,A mobile-first Subscription infrastructure serving medium market needs.,95.0,1,1.85,1.85,1.85,1.85,1.85,5.92,95.0,Very Strong Potential
PulseSolutions54,Technology,Subscription,Small,497759,17,3,An AI-powered Subscription toolkit targeting small enterprises.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.66,95.0,Very Strong Potential
GravitasCore42,Healthcare,B2C,Large,77804,44,3,A cutting-edge B2C platform targeting large enterprises.,92.99,1,0.12,0.12,0.12,0.12,0.12,7.07,92.99,Very Strong Potential
EmeraldWorks80,E-commerce,C2C,Large,78404,10,6,A cloud-based C2C toolkit targeting large enterprises.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.2,95.0,Very Strong Potential
VertexWorks72,Healthcare,Marketplace,Small,3025599,3,4,A cutting-edge Marketplace ecosystem targeting small enterprises.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.69,95.0,Very Strong Potential
LambdaWave34,Healthcare,Subscription,Medium,90804,22,9,An innovative Subscription service serving medium market needs.,94.33,1,0.31,0.31,0.31,0.31,0.31,5.83,94.33,Very Strong Potential
ZenPartners17,Technology,Franchise,Small,540549,29,0,A blockchain-enabled Franchise service targeting small enterprises.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.43,95.0,Very Strong Potential
QuantumGroup41,E-commerce,C2C,Medium,94361,30,5,A cutting-edge C2C toolkit serving medium market needs.,94.77,1,1.6,1.6,1.6,1.6,1.6,6.03,94.77,Very Strong Potential
UpsilonVentures79,Finance,Subscription,Medium,12146,7,2,An AI-powered Subscription solution targeting medium enterprises.,95.0,1,1.71,1.71,1.71,1.71,1.71,5.85,95.0,Very Strong Potential
IlluminatePartners70,Finance,Advertising,Small,276624,2,13,An innovative Advertising solution serving small market needs.,93.72,1,0.0,0.0,0.0,0.0,0.0,5.46,93.72,Very Strong Potential
UpsilonInnovations20,Technology,Direct Sales,Large,5648216,77,3,An innovative Direct Sales toolkit serving large market needs.,95.0,1,0.56,0.56,0.56,0.56,0.56,5.28,95.0,Very Strong Potential
EtaCeleste33,E-commerce,Subscription,Medium,214103,60,13,An innovative Subscription platform serving medium market needs.,95.0,1,1.93,1.93,1.93,1.93,1.93,5.97,95.0,Very Strong Potential
GammaWorks57,Education,Franchise,Small,652857,17,17,A next-generation Franchise platform targeting small enterprises.,94.12,1,0.0,0.0,0.0,0.0,0.0,5.26,94.12,Very Strong Potential
MuSystems27,Retail,B2B,Small,938892,4,4,An innovative B2B service targeting small enterprises.,94.57,1,0.0,0.0,0.0,0.0,0.0,4.57,94.57,Very Strong Potential
PiCapital47,Retail,Subscription,Large,371168,10,14,A mobile-first Subscription toolkit targeting large enterprises.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.06,95.0,Very Strong Potential
TrekZephyr23,Real Estate,Subscription,Small,209716,5,8,A cloud-based Subscription platform serving small market needs.,95.0,1,1.99,1.99,1.99,1.99,1.99,6.0,95.0,Very Strong Potential
ThetaSystems37,Finance,Freemium,Large,4023096,6,2,A mobile-first Freemium solution serving large market needs.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.11,95.0,Very Strong Potential
